#Parameters = {phi=0; theta=0}
#"Frequency / GHz"	"SZmax(1),Zmax(1) [Magnitude]"
#------------------------------------------------
65.628000000000	-15.630862641703
65.649600000000	-15.659017058810
65.671200000000	-15.687278179410
65.692800000000	-15.715646707269
65.714400000000	-15.744123353420
65.736000000000	-15.772708836264
65.757600000000	-15.801403881670
65.779200000000	-15.830209223080
65.800800000000	-15.859125601620
65.822400000000	-15.888153766197
65.844000000000	-15.917294473621
65.865600000000	-15.946548488708
65.887200000000	-15.975916584396
65.908800000000	-16.005399541863
65.930400000000	-16.034998150641
65.952000000000	-16.064713208738
65.973600000000	-16.094545522761
65.995200000000	-16.124495908037
66.016800000000	-16.154565188744
66.038400000000	-16.184754198034
66.060000000000	-16.215063778170
66.081600000000	-16.245494780655
66.103200000000	-16.276048066371
66.124800000000	-16.306724505715
66.146400000000	-16.337524978744
66.168000000000	-16.368450375313
66.189600000000	-16.399501595227
66.211200000000	-16.430679548385
66.232800000000	-16.461985154939
66.254400000000	-16.493419345439
66.276000000000	-16.524983061002
66.297600000000	-16.556677253462
66.319200000000	-16.588502885542
66.340800000000	-16.620460931016
66.362400000000	-16.652552374884
66.384000000000	-16.684778213539
66.405600000000	-16.717139454950
66.427200000000	-16.749637118839
66.448800000000	-16.782272236865
66.470400000000	-16.815045852814
66.492000000000	-16.847959022787
66.513600000000	-16.881012815396
66.535200000000	-16.914208311964
66.556800000000	-16.947546606726
66.578400000000	-16.981028807039
66.600000000000	-17.014656033588
66.621600000000	-17.048429420606
66.643200000000	-17.082350116091
66.664800000000	-17.116419282031
66.686400000000	-17.150638094633
66.708000000000	-17.185007744556
66.729600000000	-17.219529437150
66.751200000000	-17.254204392697
66.772800000000	-17.289033846662
66.794400000000	-17.324019049944
66.816000000000	-17.359161269137
66.837600000000	-17.394461786792
66.859200000000	-17.429921901689
66.880800000000	-17.465542929111
66.902400000000	-17.501326201123
66.924000000000	-17.537273066867
66.945600000000	-17.573384892846
66.967200000000	-17.609663063230
66.988800000000	-17.646108980162
67.010400000000	-17.682724064069
67.032000000000	-17.719509753982
67.053600000000	-17.756467507866
67.075200000000	-17.793598802950
67.096800000000	-17.830905136071
67.118400000000	-17.868388024025
67.140000000000	-17.906049003918
67.161600000000	-17.943889633538
67.183200000000	-17.981911491725
67.204800000000	-18.020116178751
67.226400000000	-18.058505316714
67.248000000000	-18.097080549935
67.269600000000	-18.135843545367
67.291200000000	-18.174795993016
67.312800000000	-18.213939606361
67.334400000000	-18.253276122800
67.356000000000	-18.292807304096
67.377600000000	-18.332534936829
67.399200000000	-18.372460832874
67.420800000000	-18.412586829878
67.442400000000	-18.452914791749
67.464000000000	-18.493446609163
67.485600000000	-18.534184200081
67.507200000000	-18.575129510273
67.528800000000	-18.616284513863
67.550400000000	-18.657651213882
67.572000000000	-18.699231642834
67.593600000000	-18.741027863282
67.615200000000	-18.783041968441
67.636800000000	-18.825276082793
67.658400000000	-18.867732362709
67.680000000000	-18.910412997096
67.701600000000	-18.953320208051
67.723200000000	-18.996456251541
67.744800000000	-19.039823418095
67.766400000000	-19.083424033510
67.788000000000	-19.127260459586
67.809600000000	-19.171335094871
67.831200000000	-19.215650375426
67.852800000000	-19.260208775619
67.874400000000	-19.305012808925
67.896000000000	-19.350065028764
67.917600000000	-19.395368029345
67.939200000000	-19.440924446547
67.960800000000	-19.486736958814
67.982400000000	-19.532808288077
68.004000000000	-19.579141200706
68.025600000000	-19.625738508477
68.047200000000	-19.672603069578
68.068800000000	-19.719737789634
68.090400000000	-19.767145622768
68.112000000000	-19.814829572680
68.133600000000	-19.862792693772
68.155200000000	-19.911038092292
68.176800000000	-19.959568927516
68.198400000000	-20.008388412963
68.220000000000	-20.057499817648
68.241600000000	-20.106906467363
68.263200000000	-20.156611746008
68.284800000000	-20.206619096947
68.306400000000	-20.256932024415
68.328000000000	-20.307554094962
68.349600000000	-20.358488938937
68.371200000000	-20.409740252027
